español,tailandés,Add Reverse
retener,เก็บ ขัง,y
retirar,เอาออก,
retroceder,ย้อนกลับ ถอยหลัง ยอกย้อน,y
retumbar,(ส่งเสียง)ดังก้อง สะท้อน,y
retórico,เชิงสำนวนโวหาร,y
reventado,ที่เหนื่อยมาก หมดแรง,y
reventar,ทำให้ระเบิด (ยาง) แตกหัก แตก ทำให้เหนื่อยมาก,y
revolotear,กระพือ (ปีก),y
revolver,คนให้เข้ากัน,y
rezar,อธิษฐาน,y
reír a carcajadas,หัวเราะที่เสียงดัง (reír a~),y
reñir,เถียง ดุด่า,y
rimar,คล้องจอง,y
rizado,(ผม)หยักศก,y
rociar,ฉีดสเปรย์,y
roer,แทะ,y
rogar,ร้องขอ (!p),y
rojizo,สีแดง,
románico,ที่เป็นแบบโรมาเนสก์,y
roncar,กรน,y
rozar,ถู ลูบ,y
rubio,(ผม)สีทอง บลอนด์,y
rugoso,ที่ขรุขระ,y
ruin,นิสัยไม่ดี ใจร้าย,
rumiar,เคี้ยวเอื่อง ค่อย ๆ เคียว ครุ่นคิด (๒),y
rupestre,เกี่ยวกับหิน ที่สร้างในถ้ำ (คุณศัพท์ของหิน),y
saborear,ลิ้มรส,y
sacar a alguien las castañas del fuego,ช่วยเหลือ แก้ปัญหาให้ (สำนวน sacar ~),y
sacar la basura,เอาขยะไปทิ้ง,y
sacar la lengua,แลบลิ้น,y
sagrado,ศักดิ์สิทธิ์,y
salir el tiro por la culata,พลิกล็อก (สำนวน),y
salpicar,สาด ปาด ทำให้พุ่ง,y
saltarse algo a la torera,เยาะเย้ย ดูหมิ่น เหยียดหยาม (สำนวน),y
saltarse el semáforo,ฝ่าไฟแดง,y
sangrar,เพิ่มย่อหน้า (tab) (คำกริยา),y
sanguíneo,ที่เกี่ยวกับเลือด,y
satelital,ที่เกี่ยวกับดาวเทียม,y
saturado,อิ่มตัว ท่วมท้น,
secuestrar,ปล้น ไฮแจ็ก ลักพาตัว,y
secular,(adj.) เกี่ยวกับทางโลก ไม่เกี่ยวกับศาสนา,y
sedentario,ซึ่งคุ้นเคยกับการนั่ง อยู่เฉย ๆ,y
segar,เกี่ยว (ข้าว) ตัดพืช,y
semejante,ซึ่งใกล้เคียง (ไม่ใช่ similar),y
semejarse,ดูเหมือน (กริยา s),y
sensato,ที่มีเหตุผล ที่เมคเซนส์,y
sensible,ที่มีไหวพริบ ที่มีวิจารณญาณ เฉลียวฉลาด,y
sepultar,ฝังดิน (!e),y
ser un rata,ขี้เหนียว (สำนวน) (!t),y
ser un trozo de pan,เป็นคนดี,
serruchar,เลื่อย (กริยา),y
si bien,แม้ว่า ในขณะที่,
siempre que,ตราบใดที่ ก็ต่อเมื่อ,y
sigiloso,(adj.) ที่แอบ ๆ ลับ ๆ,y
sirio,คุณศัพท์ของซีเรีย,y
sobrecoger,ทำให้สะดุ้ง ทำให้กลัว,
sobresalir,ยื่นออก โผล่ออก โดดเด่น แตกต่าง (!a),y
sofocar,ทำให้หายใจไม่ออก (!a),y
solemne,เคร่งขึม ขึงขัง,
solidario,มีน้ำใจ ชอบช่วยเหลือ (s),y
sollozar,สะอึกสะอื้น,y
someter,ปราบ ทำให้อ่อนลง จัดการ กำราบ,y
someterse,เชื่อฟัง ทำตามกฏ,y
sonarse la nariz,สั่งน้ำมูก,y
sonrojarse,หน้าแดง,y
sortear,หนี หลีก,
soso,เฉย ๆ จืด น่าเบื่อ ไม่มีรสนิยม,
sostener,ถือ,
subjetivo,นามธรรม ของใครของมัน ปัจเจก,y
sucesivo,ที่ต่อเนื่องกัน ที่เป็นลำดับ (!c),y
sucumbir,จำนน พ่ายแพ้ ตาย,y
sudar,เหงื่อออก,y
sumar,บวก รวม,y
suministrar,จัดหาให้ อุปทาน (s),"y "
sumo,ที่ถึงขีดสุด ที่สุด (!e),y
superficial,ที่ผิวเผิน ที่อยู่พื้นผิว ตื้น,y
sureño,เกี่ยวกับทิศใต้,y
sursurrar,กระซิบ,y
sutil,อ่อนโยน บาง ผอม ละเอียด ฉลาดหลักแหลม,y
tacaño,ขี้เหนียว,
taciturno,เงียบขรึม,y
tajante,ที่เด็ดขาด แน่ชัด,y
tallar,แกะสลัก ตัด วัดระยะ,y
tambalearse,เดินเซ เดินสะดุด กะเผลก,y
tangible,ชัดเจน จับต้องได้,
tantear,คลำหา,y
tararear,ฮัมเพลง (ร้องเพลงเป็นทำนองในลำคอ),y
tartamudear,พูดติดอ่าง,y
tejer,ถัก ทอ,y
telefonear,โทรหา,y
tembloroso,ที่สั่น ที่เขย่า,y
tenaz,เหนียว หนืด ยืนหยัด ยึดแน่น,y
tender,ตากผ้า,y
tenebroso,มืดมัว ดูเศร้าหมอง,y
tener el mono de ~,ชอบ ~ มาก / ติด ~ มาก / ต้องการ ~ มาก (สำนวน),y
tener mucho morro,หน้าด้าน (สำนวน),y
tener pájaros en la cabeza,เพ้อฝัน (สำนวน),y
tener su foco en ~,ถือกำเนิดใน~,y
tenue,จาง ๆ เบา ๆ,y
terráqueo,ที่เกี่ยวกับโลก (!m),y
tibio,ไม่ร้อน อุ่น อุณหภูมิห้อง,y
tieso,แข็งทื่อ,y
tirarse un pedo,(กริยา) ผายลม,y
tiritar,สั่น ตัวสั่น (!c),y
titubear,เขินอาย พูดแบบติด ๆ ขัด ๆ,y
toser,ไอ,y
tozudo,หัวแข็ง,y
tragar,กลืน,y
tramar,วางแผน ถักทอ,
transcurrir,ผ่าน ผ่านไป,
trapichear,ซื้อขายแลกเปลี่ยน,
trasero,(adj) ส่วนหลัง ด้านหลัง,y
trazar,วาดแผน วางแผน วางเส้นทาง,y
traérsela floja,ช่างแม่ง,
trenzar,ถักเป็นเปีย ทำให้เป็นกลีบ,y
trepar,ปีน,y
trillado,เป็นที่รู้จักดี เป็นที่นิยม,
triturar,บด,<div>y</div>
trocar,แลกเปลี่ยน (ค้าขาย),y
tropezar,สะดุด (t),y
tropezarse con,เจอโดยบังเอิญ,y
trágico,ที่น่าสลดใจ ที่เกี่ยวกับโศกนาฏกรรม,y
tumbar,ทำให้สลบ มอมเหล้า,y
turbio,ขุ่น,y
turquesa,สีน้ำเงินอมเขียว,y
ultrajar,ดูหมิ่น,y
un pelín,นิดหน่อย,
urdir,ห่อ หุ้ม,
vacilar,สั่นเครือ ตะกุกตะกัก (!c),y
vanguardista,ซึ่งก้าวหน้า หัวก้าวหน้า,
vano,ที่ไร้ประโยชน์ ที่สูญเปล่า,y
vencer,ชนะ (!g),y
venenoso,ซึ่งเป็นพิษ (v),y
verde (no color),ดิบ,
verter,เท,y
vertiginoso,ที่ไว ที่ทำให้ตาลาย,y
verídico,จริง,
viril,ที่เป็นเพศชาย ที่เกี่ยวกับเพศชาย (!m),y
viudo,หม้าย,y
volcar,ไหลเข้าไป หก / reflexivo: กลับด้าน พลิก คว่ำ เข้าร่วม,y
ya que,เพราะว่า เนื่องจาก,
ya sea ~ o ~,ไม่ว่าจะเป็น ~ หรือ ~,
zampar,กินอย่างหิวโหย,y
zanjar,เคลียร์ จบเรื่อง คลายปม,y
zumbir,ส่งเสียงเครื่องยนต์ (en: buzz),y
zurdo,ถนัดซ้าย,y
¡manda huevos!,ไม่มีทาง เป็นไปไม่ได้ (สำนวน),
¡qué asco!,น่าขยะแขยง (qué ~),y
¡qué corte!,น่าอายจริง ๆ (qué ~),y
¡qué peste!,เหม็นสาบ (qué ~),y
¡qué rollo!,น่าเบื่อ ยม (qué ~),y
África,ทวีปแอฟริกา,y
íntegro,จิตใจสูงส่ง ผู้ที่ใจดี,
